Продукт,Калорийность,Белки,Жиры,Углеводы
Поросенок отварной с хреном,"194,8 кКал","194,8 кКал","194,8 кКал","194,8 кКал"
Поросенок фаршированный,"120,3 кКал","120,3 кКал","120,3 кКал","120,3 кКал"
Почки жареные с помидорами или лимонным соком,"237,9 кКал","237,9 кКал","237,9 кКал","237,9 кКал"
Почки по-русски,"116,4 кКал","116,4 кКал","116,4 кКал","116,4 кКал"
Почки с грибами в соусе красном с вином,"154,7 кКал","154,7 кКал","154,7 кКал","154,7 кКал"
Птица или дичь под паровым соусом с грибами и рисом,322 кКал,322 кКал,322 кКал,322 кКал
Птица или кролик жареные,"508,3 кКал","508,3 кКал","508,3 кКал","508,3 кКал"
"Птица или кролик, тушенные в соусе","265,5 кКал","265,5 кКал","265,5 кКал","265,5 кКал"
"Птица, дичь или кролик отварные с гарниром","335,8 кКал","335,8 кКал","335,8 кКал","335,8 кКал"
"Птица, дичь или кролик по-столичному","396,2 кКал","396,2 кКал","396,2 кКал","396,2 кКал"
Рагу из баранины или свинины,"225,6 кКал","225,6 кКал","225,6 кКал","225,6 кКал"
Рагу из грибов с яйцами,"87,8 кКал","87,8 кКал","87,8 кКал","87,8 кКал"
Рагу из овощей,"147,2 кКал","147,2 кКал","147,2 кКал","147,2 кКал"
Рагу из овощей,"57,3 кКал","57,3 кКал","57,3 кКал","57,3 кКал"
"Рагу из птицы, дичи, кролика или субпродуктов","246,2 кКал","246,2 кКал","246,2 кКал","246,2 кКал"
Рагу овощное (1-й вариант),"125,9 кКал","125,9 кКал","125,9 кКал","125,9 кКал"
Рагу овощное (2-й вариант),"107,7 кКал","107,7 кКал","107,7 кКал","107,7 кКал"
"Репа или кабачки, фаршированные овощами и рисом","157,8 кКал","157,8 кКал","157,8 кКал","157,8 кКал"
"Репа, фаршированная грибами","189,9 кКал","189,9 кКал","189,9 кКал","189,9 кКал"
Рис в капустных листьях с мясным фаршем,"38,4 кКал","38,4 кКал","38,4 кКал","38,4 кКал"
Рис запеченый,"361,2 кКал","361,2 кКал","361,2 кКал","361,2 кКал"
Рис припущенный,"163,6 кКал","163,6 кКал","163,6 кКал","163,6 кКал"
Рис припущенный с томатом,"208,4 кКал","208,4 кКал","208,4 кКал","208,4 кКал"
Ромштекс,"395,3 кКал","395,3 кКал","395,3 кКал","395,3 кКал"
Ромштексы,"212,8 кКал","212,8 кКал","212,8 кКал","212,8 кКал"
Рулет из баранины по-башкирски,"190,5 кКал","190,5 кКал","190,5 кКал","190,5 кКал"
Рулет из говядины,"387,3 кКал","387,3 кКал","387,3 кКал","387,3 кКал"
Рулет из курицы со свининой и черносливом,281 кКал,281 кКал,281 кКал,281 кКал
Рулет из печени с яблоками,"124,3 кКал","124,3 кКал","124,3 кКал","124,3 кКал"
Рулет из рыбы,"159,6 кКал","159,6 кКал","159,6 кКал","159,6 кКал"
Рулет или запеканка  картофельные с овощами или овощами и грибами,"128,8 кКал","128,8 кКал","128,8 кКал","128,8 кКал"
Рулет мясной с черносливом,"202,9 кКал","202,9 кКал","202,9 кКал","202,9 кКал"
Рулет с луком и яйцом,"255,5 кКал","255,5 кКал","255,5 кКал","255,5 кКал"
Рулет с макаронами или яйцом,"287,1 кКал","287,1 кКал","287,1 кКал","287,1 кКал"
Рулет яичный с морковью,"198,6 кКал","198,6 кКал","198,6 кКал","198,6 кКал"
Рулетики куриные,142 кКал,142 кКал,142 кКал,142 кКал
"Рулетики мясные, фаршированные капустой, по-домашнему","460,4 кКал","460,4 кКал","460,4 кКал","460,4 кКал"
"Рыба ""Аппетитная"" (рыба, запеченная с капустой и луком)","248,4 кКал","248,4 кКал","248,4 кКал","248,4 кКал"
"Рыба ""Сюрприз"" (окунь)","115,7 кКал","115,7 кКал","115,7 кКал","115,7 кКал"
Рыба (непластованная кусками) отварная,"178,5 кКал","178,5 кКал","178,5 кКал","178,5 кКал"
Рыба (непластованная кусками) припущенная,"186,2 кКал","186,2 кКал","186,2 кКал","186,2 кКал"
Рыба (семейства осетровых) жареная,"242,2 кКал","242,2 кКал","242,2 кКал","242,2 кКал"
Рыба (семейства осетровых) отварная,"202,2 кКал","202,2 кКал","202,2 кКал","202,2 кКал"
Рыба (семейства осетровых) припущенная,"193,8 кКал","193,8 кКал","193,8 кКал","193,8 кКал"
Рыба (филе) отварная,165 кКал,165 кКал,165 кКал,165 кКал
Рыба (филе) припущенная,"145,9 кКал","145,9 кКал","145,9 кКал","145,9 кКал"
"Рыба в тесте, жареная",227 кКал,227 кКал,227 кКал,227 кКал
Рыба в яблочном соусе,"86,7 кКал","86,7 кКал","86,7 кКал","86,7 кКал"
Рыба жареная,"207,8 кКал","207,8 кКал","207,8 кКал","207,8 кКал"
Рыба заливная с гарниром,"200,7 кКал","200,7 кКал","200,7 кКал","200,7 кКал"
"Рыба по-волжски (рыба маринованная, жареная)","264,8 кКал","264,8 кКал","264,8 кКал","264,8 кКал"
Рыба по-русски,"190,6 кКал","190,6 кКал","190,6 кКал","190,6 кКал"
Рыба по-старорусски в горшочке,"152,3 кКал","152,3 кКал","152,3 кКал","152,3 кКал"
Рыба под майонезом,"191,8 кКал","191,8 кКал","191,8 кКал","191,8 кКал"
Рыба под майонезом,"258,8 кКал","258,8 кКал","258,8 кКал","258,8 кКал"
Рыба под маринадом,"6,2 кКал","6,2 кКал","6,2 кКал","6,2 кКал"
Рыба припущенная с соусом белое вино,"172,6 кКал","172,6 кКал","172,6 кКал","172,6 кКал"
"Рыба, жаренная во фритюре","245,2 кКал","245,2 кКал","245,2 кКал","245,2 кКал"
"Рыба, жаренная с луком по-ленинградски",220 кКал,220 кКал,220 кКал,220 кКал
"Рыба, запеченная в соусе с грибами","366,4 кКал","366,4 кКал","366,4 кКал","366,4 кКал"
"Рыба, запеченная под молочным соусом","173,8 кКал","173,8 кКал","173,8 кКал","173,8 кКал"
"Рыба, запеченная с картофелем по-русски","193,8 кКал","193,8 кКал","193,8 кКал","193,8 кКал"
"Рыба, печеная со шпиком","97,5 кКал","97,5 кКал","97,5 кКал","97,5 кКал"
"Рыба, тушенная в томате с овощами","122,7 кКал","122,7 кКал","122,7 кКал","122,7 кКал"
Рыбная запеканка,164 кКал,164 кКал,164 кКал,164 кКал
Рыбно-картофельные котлеты,"130,2 кКал","130,2 кКал","130,2 кКал","130,2 кКал"
Рыбные котлеты,"241,6 кКал","241,6 кКал","241,6 кКал","241,6 кКал"
Рыбные котлеты,"112,8 кКал","112,8 кКал","112,8 кКал","112,8 кКал"
Рыбные рулеты с овощами,"122,3 кКал","122,3 кКал","122,3 кКал","122,3 кКал"
Рыбный шницель,"215,2 кКал","215,2 кКал","215,2 кКал","215,2 кКал"
Салака в молоке,143 кКал,143 кКал,143 кКал,143 кКал
Салака в чесночном соусе,"32,7 кКал","32,7 кКал","32,7 кКал","32,7 кКал"
"Салака, запеченная с рисом и капустой",43 кКал,43 кКал,43 кКал,43 кКал
Сациви из курицы или индейки (птица в ореховом соусе - грузинское национальное блюдо),"312,8 кКал","312,8 кКал","312,8 кКал","312,8 кКал"
Свекла тушеная,"106,3 кКал","106,3 кКал","106,3 кКал","106,3 кКал"
Свекла тушеная в сметане или соусе,"144,3 кКал","144,3 кКал","144,3 кКал","144,3 кКал"
Свекла тушеная с яблоками,"166,1 кКал","166,1 кКал","166,1 кКал","166,1 кКал"
"Свекла, тушенная в сметанном соусе","174,8 кКал","174,8 кКал","174,8 кКал","174,8 кКал"
"Свекла, фаршированная творогом и изюмом","177,9 кКал","177,9 кКал","177,9 кКал","177,9 кКал"
"Свела, тушенная с яблоками","46,5 кКал","46,5 кКал","46,5 кКал","46,5 кКал"
Свинина на сковороде по-зауральски,"155,2 кКал","155,2 кКал","155,2 кКал","155,2 кКал"
Свинина по-китайски,"303,9 кКал","303,9 кКал","303,9 кКал","303,9 кКал"
Свинина с капустой и клецками,139 кКал,139 кКал,139 кКал,139 кКал
"Свинина, жаренная в тесте","319,1 кКал","319,1 кКал","319,1 кКал","319,1 кКал"
"Свинина, запеченная в тесте","322,9 кКал","322,9 кКал","322,9 кКал","322,9 кКал"
"Свинина, тушенная с капустой","128,5 кКал","128,5 кКал","128,5 кКал","128,5 кКал"
Свиные рулетики,"260,4 кКал","260,4 кКал","260,4 кКал","260,4 кКал"
Сельдерей с картофелем,"130,2 кКал","130,2 кКал","130,2 кКал","130,2 кКал"
Сельдерей с морковью,"163,9 кКал","163,9 кКал","163,9 кКал","163,9 кКал"
Сельдерей с яблоками,"131,9 кКал","131,9 кКал","131,9 кКал","131,9 кКал"
Сельдерей со сливами,"171,8 кКал","171,8 кКал","171,8 кКал","171,8 кКал"
Сельдерей со стручковой фасолью,120 кКал,120 кКал,120 кКал,120 кКал
"Сельдерей, жаренный с яйцом","81,2 кКал","81,2 кКал","81,2 кКал","81,2 кКал"
Сельдь в сметане,"182,6 кКал","182,6 кКал","182,6 кКал","182,6 кКал"
Сельдь жареная по-датски,"183,7 кКал","183,7 кКал","183,7 кКал","183,7 кКал"
Сельдь по-московски с яблоками и луком,"235,3 кКал","235,3 кКал","235,3 кКал","235,3 кКал"
Сельдь рубленая,"289,3 кКал","289,3 кКал","289,3 кКал","289,3 кКал"
Сельдь рубленая с орехами,"387,7 кКал","387,7 кКал","387,7 кКал","387,7 кКал"
Сельдь с гарниром,"94,4 кКал","94,4 кКал","94,4 кКал","94,4 кКал"
Сельдь с гарниром,"201,6 кКал","201,6 кКал","201,6 кКал","201,6 кКал"
Сельдь с картофелем,"174,5 кКал","174,5 кКал","174,5 кКал","174,5 кКал"
"Сердце, легкие и другие субпродукты в соусе","140,3 кКал","140,3 кКал","140,3 кКал","140,3 кКал"
Сладкая запеканка из фасоли,299 кКал,299 кКал,299 кКал,299 кКал
Сладкая картофельная запеканка,"176,7 кКал","176,7 кКал","176,7 кКал","176,7 кКал"
Сладкая фасоль с грушами,"157,7 кКал","157,7 кКал","157,7 кКал","157,7 кКал"
Солянка,"34,9 кКал","34,9 кКал","34,9 кКал","34,9 кКал"
Солянка грибная,"43,5 кКал","43,5 кКал","43,5 кКал","43,5 кКал"
Солянка из рыбы на сковороде,"135,8 кКал","135,8 кКал","135,8 кКал","135,8 кКал"
Солянка овощная,"124,9 кКал","124,9 кКал","124,9 кКал","124,9 кКал"
Солянка по-казански (солянка с черносливом - татарское национальное блюдо),"58,6 кКал","58,6 кКал","58,6 кКал","58,6 кКал"
Солянка рыбная,"96,9 кКал","96,9 кКал","96,9 кКал","96,9 кКал"
Солянка сборная мясная,"68,7 кКал","68,7 кКал","68,7 кКал","68,7 кКал"
Солянка сборная мясная на сковороде,"152,5 кКал","152,5 кКал","152,5 кКал","152,5 кКал"
Спаржа в соусе,70 кКал,70 кКал,70 кКал,70 кКал
Спаржа с сыром,"175,7 кКал","175,7 кКал","175,7 кКал","175,7 кКал"
Спаржа со сливочным маслом,"46,3 кКал","46,3 кКал","46,3 кКал","46,3 кКал"
Спаржевая фасоль в яйце,"256,1 кКал","256,1 кКал","256,1 кКал","256,1 кКал"
Старинная запеканка из лосося,"104,2 кКал","104,2 кКал","104,2 кКал","104,2 кКал"
Строганина из рыбы (национальное блюдо народов Севера),"172,6 кКал","172,6 кКал","172,6 кКал","172,6 кКал"
Стручковая фасоль с творогом,"119,1 кКал","119,1 кКал","119,1 кКал","119,1 кКал"
Стручковая фасоль с яичницей,"109,6 кКал","109,6 кКал","109,6 кКал","109,6 кКал"
Стручковая фасоль тушеная,"136,6 кКал","136,6 кКал","136,6 кКал","136,6 кКал"
"Судак в соусе ""Рокфор""","128,5 кКал","128,5 кКал","128,5 кКал","128,5 кКал"
Судак или щука фаршированные (целиком),"153,2 кКал","153,2 кКал","153,2 кКал","153,2 кКал"
"Судак, запеченный с картофелем","88,1 кКал","88,1 кКал","88,1 кКал","88,1 кКал"
Творожники вареные из картофеля,"107,2 кКал","107,2 кКал","107,2 кКал","107,2 кКал"
Тельное из рыбы,"194,6 кКал","194,6 кКал","194,6 кКал","194,6 кКал"
Тефтели,"158,5 кКал","158,5 кКал","158,5 кКал","158,5 кКал"
Тефтели (1-й вариант),"315,9 кКал","315,9 кКал","315,9 кКал","315,9 кКал"
Тефтели (2-ой вариант),"304,5 кКал","304,5 кКал","304,5 кКал","304,5 кКал"
Тефтели из мяса кролика,"105,9 кКал","105,9 кКал","105,9 кКал","105,9 кКал"
Тефтели рыбные,"303,5 кКал","303,5 кКал","303,5 кКал","303,5 кКал"
Треска с горчичным соусом,"127,5 кКал","127,5 кКал","127,5 кКал","127,5 кКал"
Тулма (голубцы - татарское национальное блюдо),"181,8 кКал","181,8 кКал","181,8 кКал","181,8 кКал"
Тушеная морковь со стручковой фасолью,"38,5 кКал","38,5 кКал","38,5 кКал","38,5 кКал"
Тушеная ставрида,"70,3 кКал","70,3 кКал","70,3 кКал","70,3 кКал"
Тушенная кольраби,74 кКал,74 кКал,74 кКал,74 кКал
Тушеное филе хека,137 кКал,137 кКал,137 кКал,137 кКал
Тушеный кролик,"166,9 кКал","166,9 кКал","166,9 кКал","166,9 кКал"
Тушеный стручковый перец,"142,9 кКал","142,9 кКал","142,9 кКал","142,9 кКал"
Тыква в сладком маринаде,"90,7 кКал","90,7 кКал","90,7 кКал","90,7 кКал"
Тыква отварная,"116,9 кКал","116,9 кКал","116,9 кКал","116,9 кКал"
"Тыква, кабачки, баклажаны жареные","89,7 кКал","89,7 кКал","89,7 кКал","89,7 кКал"
Уральские сардельки,"295,2 кКал","295,2 кКал","295,2 кКал","295,2 кКал"
Утка тушеная с грибами,170 кКал,170 кКал,170 кКал,170 кКал
"Утка, фаршированная картофелем и черносливом",340 кКал,340 кКал,340 кКал,340 кКал
"Фальшивые ""куриные"" котлеты","157,4 кКал","157,4 кКал","157,4 кКал","157,4 кКал"
Фальшивый заяц,"209,5 кКал","209,5 кКал","209,5 кКал","209,5 кКал"
Фаршированная кольраби,"140,6 кКал","140,6 кКал","140,6 кКал","140,6 кКал"
Фаршированные огурцы,102 кКал,102 кКал,102 кКал,102 кКал
Фаршированный лук,"152,6 кКал","152,6 кКал","152,6 кКал","152,6 кКал"
Фаршированный чернослив,"174,5 кКал","174,5 кКал","174,5 кКал","174,5 кКал"
Фасоль овощная отварная,"24,7 кКал","24,7 кКал","24,7 кКал","24,7 кКал"
Фасоль с огурцами,"107,2 кКал","107,2 кКал","107,2 кКал","107,2 кКал"
Фасоль с черносливом,"316,5 кКал","316,5 кКал","316,5 кКал","316,5 кКал"
Фасоль с яблоками,"209,1 кКал","209,1 кКал","209,1 кКал","209,1 кКал"
Филе,"374,5 кКал","374,5 кКал","374,5 кКал","374,5 кКал"
Филе из кур или дичи фаршированное,"335,4 кКал","335,4 кКал","335,4 кКал","335,4 кКал"
"Филе индейки, фаршированное яблоками и черносливом","255,5 кКал","255,5 кКал","255,5 кКал","255,5 кКал"
"Филе морского гребешка, жаренное во фритюре","251,5 кКал","251,5 кКал","251,5 кКал","251,5 кКал"
Филе птицы или дичи под майонезом,"400,2 кКал","400,2 кКал","400,2 кКал","400,2 кКал"
Филе с помидорами и соусом,"235,1 кКал","235,1 кКал","235,1 кКал","235,1 кКал"
Филе с соусом,288 кКал,288 кКал,288 кКал,288 кКал
Филе скумбрии по-гречески,"78,4 кКал","78,4 кКал","78,4 кКал","78,4 кКал"
Форшмак,"245,3 кКал","245,3 кКал","245,3 кКал","245,3 кКал"
Форшмак картофельный с сельдью,"255,6 кКал","255,6 кКал","255,6 кКал","255,6 кКал"
Фрикадельки мясные,263 кКал,263 кКал,263 кКал,263 кКал
Фрикадельки рыбные,"152,6 кКал","152,6 кКал","152,6 кКал","152,6 кКал"
Хрюшка из картофеля,"130,2 кКал","130,2 кКал","130,2 кКал","130,2 кКал"
Цветная капуста отварная,"178,8 кКал","178,8 кКал","178,8 кКал","178,8 кКал"
Цветная капуста под голландским соусом,"52,4 кКал","52,4 кКал","52,4 кКал","52,4 кКал"
Цветная капуста под соусом,"123,2 кКал","123,2 кКал","123,2 кКал","123,2 кКал"
Цветная капуста с морковью,"72,3 кКал","72,3 кКал","72,3 кКал","72,3 кКал"
Цветная капуста с морковью и сельдереем,"49,1 кКал","49,1 кКал","49,1 кКал","49,1 кКал"
Цветная капуста с помидорами,"46,3 кКал","46,3 кКал","46,3 кКал","46,3 кКал"
Цепелинай с мясом,"41,3 кКал","41,3 кКал","41,3 кКал","41,3 кКал"
Цеппелины (Литовская кухня),"116,8 кКал","116,8 кКал","116,8 кКал","116,8 кКал"
"Цимес ""Еврейский"" (тушеные овощи)","135,7 кКал","135,7 кКал","135,7 кКал","135,7 кКал"
Цуккини в сырной панировке,"100,9 кКал","100,9 кКал","100,9 кКал","100,9 кКал"
Цыпленок с пряностями,"167,3 кКал","167,3 кКал","167,3 кКал","167,3 кКал"
Цыплята табака (грузинское национальное блюдо),"350,5 кКал","350,5 кКал","350,5 кКал","350,5 кКал"
"Цыплята, тушенные с морковью и репой","250,8 кКал","250,8 кКал","250,8 кКал","250,8 кКал"
Чахохбили из курицы,"119,7 кКал","119,7 кКал","119,7 кКал","119,7 кКал"
Чебуреки,"279,3 кКал","279,3 кКал","279,3 кКал","279,3 кКал"
Чолнт-фиш,"142,7 кКал","142,7 кКал","142,7 кКал","142,7 кКал"
"Шашлык из баранины, говядины или свинины","154,5 кКал","154,5 кКал","154,5 кКал","154,5 кКал"
Шашлык из говядины,"465,5 кКал","465,5 кКал","465,5 кКал","465,5 кКал"
Шницель,"456,2 кКал","456,2 кКал","456,2 кКал","456,2 кКал"
Шницель из капусты,"149,2 кКал","149,2 кКал","149,2 кКал","149,2 кКал"
Шницель из разных овощей в молочном соусе,180 кКал,180 кКал,180 кКал,180 кКал
Шницель натуральный рубленый,"539,6 кКал","539,6 кКал","539,6 кКал","539,6 кКал"
Шницель рыбный натуральный,"203,3 кКал","203,3 кКал","203,3 кКал","203,3 кКал"
Шурпа,"44,3 кКал","44,3 кКал","44,3 кКал","44,3 кКал"
Шурпа в горшочке (дагестанское национальное блюдо),"76,9 кКал","76,9 кКал","76,9 кКал","76,9 кКал"
Эскалоп,"486,6 кКал","486,6 кКал","486,6 кКал","486,6 кКал"
"Язык говяжий ""по-кавказски""","182,2 кКал","182,2 кКал","182,2 кКал","182,2 кКал"
Язык отварной в соусе,"206,7 кКал","206,7 кКал","206,7 кКал","206,7 кКал"
Яичница глазунья (натуральная),"240,8 кКал","240,8 кКал","240,8 кКал","240,8 кКал"
Яичница глазунья с мясными продуктами,294 кКал,294 кКал,294 кКал,294 кКал
Яичница глазунья с овощами или грибами,"257,1 кКал","257,1 кКал","257,1 кКал","257,1 кКал"
Яичница с курицей и грибами,"210,4 кКал","210,4 кКал","210,4 кКал","210,4 кКал"
Яйца под майонезом с гарниром,251 кКал,251 кКал,251 кКал,251 кКал
Яйца фаршированные сельдью и луком,"160,4 кКал","160,4 кКал","160,4 кКал","160,4 кКал"
"Яйца, фаршированные креветками","226,6 кКал","226,6 кКал","226,6 кКал","226,6 кКал"
