Продукт,Калорийность,Белки,Жиры,Углеводы
"Курица, цыплята-бройлеры, шейки, вареные на медленном огне",247 кКал,247 кКал,247 кКал,247 кКал
"Курица, цыплята-бройлеры, шейки, обжаренные в кляре",330 кКал,330 кКал,330 кКал,330 кКал
"Курица, цыплята-бройлеры, шейки, обжаренные в панировке",332 кКал,332 кКал,332 кКал,332 кКал
"Курица, цыплята-бройлеры, шейки, только мясо",154 кКал,154 кКал,154 кКал,154 кКал
"Курица, цыплята-бройлеры, шейки, только мясо, вареные на медленном огне",179 кКал,179 кКал,179 кКал,179 кКал
"Курица, цыплята-бройлеры, шейки, только мясо, обжаренное",229 кКал,229 кКал,229 кКал,229 кКал
Молодая индейка,168 кКал,168 кКал,168 кКал,168 кКал
"Молодая индейка, белое мясо",116 кКал,116 кКал,116 кКал,116 кКал
"Молодая индейка, белое мясо с кожей",165 кКал,165 кКал,165 кКал,165 кКал
"Молодая индейка, белое мясо с кожей, запечённое",207 кКал,207 кКал,207 кКал,207 кКал
"Молодая индейка, белое мясо, запечённое",161 кКал,161 кКал,161 кКал,161 кКал
"Молодая индейка, грудка с кожей",167 кКал,167 кКал,167 кКал,167 кКал
"Молодая индейка, грудка с кожей, запечённая",194 кКал,194 кКал,194 кКал,194 кКал
"Молодая индейка, запечённая",218 кКал,218 кКал,218 кКал,218 кКал
"Молодая индейка, крылышки",210 кКал,210 кКал,210 кКал,210 кКал
"Молодая индейка, крылышки, запечённые",238 кКал,238 кКал,238 кКал,238 кКал
"Молодая индейка, окорочка",151 кКал,151 кКал,151 кКал,151 кКал
"Молодая индейка, окорочка, запечённые",213 кКал,213 кКал,213 кКал,213 кКал
"Молодая индейка, потроха и шейки",166 кКал,166 кКал,166 кКал,166 кКал
"Молодая индейка, потроха и шейки, запечённые",215 кКал,215 кКал,215 кКал,215 кКал
"Молодая индейка, спинки",218 кКал,218 кКал,218 кКал,218 кКал
"Молодая индейка, спинки, запечённые",254 кКал,254 кКал,254 кКал,254 кКал
"Молодая индейка, темное мясо",130 кКал,130 кКал,130 кКал,130 кКал
"Молодая индейка, темное мясо с кожей",172 кКал,172 кКал,172 кКал,172 кКал
"Молодая индейка, темное мясо с кожей, запечённое",232 кКал,232 кКал,232 кКал,232 кКал
"Молодая индейка, темное мясо, запечённое",192 кКал,192 кКал,192 кКал,192 кКал
"Молодая индейка, только кожа",417 кКал,417 кКал,417 кКал,417 кКал
"Молодая индейка, только кожа, запечённая",482 кКал,482 кКал,482 кКал,482 кКал
"Молодая индейка, только мясо",122 кКал,122 кКал,122 кКал,122 кКал
"Молодая индейка, только мясо, запечённое",175 кКал,175 кКал,175 кКал,175 кКал
Молодой индюк,154 кКал,154 кКал,154 кКал,154 кКал
"Молодой индюк, белое мясо",114 кКал,114 кКал,114 кКал,114 кКал
"Молодой индюк, белое мясо с кожей",156 кКал,156 кКал,156 кКал,156 кКал
"Молодой индюк, белое мясо с кожей, запечённое",191 кКал,191 кКал,191 кКал,191 кКал
"Молодой индюк, белое мясо, запечённое",154 кКал,154 кКал,154 кКал,154 кКал
"Молодой индюк, грудка с кожей",151 кКал,151 кКал,151 кКал,151 кКал
"Молодой индюк, грудка с кожей, запечённая",189 кКал,189 кКал,189 кКал,189 кКал
"Молодой индюк, запечённый",202 кКал,202 кКал,202 кКал,202 кКал
"Молодой индюк, крылышки",188 кКал,188 кКал,188 кКал,188 кКал
"Молодой индюк, крылышки, запечённые",221 кКал,221 кКал,221 кКал,221 кКал
"Молодой индюк, окорочка, запечённые",206 кКал,206 кКал,206 кКал,206 кКал
"Молодой индюк, окорочка, мясо и кожа, сырые",141 кКал,141 кКал,141 кКал,141 кКал
"Молодой индюк, потроха и шейки",152 кКал,152 кКал,152 кКал,152 кКал
"Молодой индюк, потроха и шейки, запечённые",199 кКал,199 кКал,199 кКал,199 кКал
"Молодой индюк, спинка, запечённая",238 кКал,238 кКал,238 кКал,238 кКал
"Молодой индюк, спинки, мясо и кожа, сырые",179 кКал,179 кКал,179 кКал,179 кКал
"Молодой индюк, темное мясо",123 кКал,123 кКал,123 кКал,123 кКал
"Молодой индюк, темное мясо с кожей",152 кКал,152 кКал,152 кКал,152 кКал
"Молодой индюк, темное мясо с кожей, запечённое",216 кКал,216 кКал,216 кКал,216 кКал
"Молодой индюк, темное мясо, запечённое",185 кКал,185 кКал,185 кКал,185 кКал
"Молодой индюк, только кожа",368 кКал,368 кКал,368 кКал,368 кКал
"Молодой индюк, только кожа, запечённая",422 кКал,422 кКал,422 кКал,422 кКал
"Молодой индюк, только мясо",117 кКал,117 кКал,117 кКал,117 кКал
"Молодой индюк, только мясо, запечённое",168 кКал,168 кКал,168 кКал,168 кКал
"Мясо цыплят жареное, быстро замороженное",250 кКал,250 кКал,250 кКал,250 кКал
"Мясо цыплят паровое, быстро замороженное",213 кКал,213 кКал,213 кКал,213 кКал
Нагетсы из куриной грудки в панировке,263 кКал,263 кКал,263 кКал,263 кКал
"Нагетсы из куриной грудки в панировке, приготовленное в конвекционной печи",293 кКал,293 кКал,293 кКал,293 кКал
"Палочки из мяса индейки, обжаренные в панировке и кляре",279 кКал,279 кКал,279 кКал,279 кКал
Перепел,192 кКал,192 кКал,192 кКал,192 кКал
"Перепел, грудка, только мясо",123 кКал,123 кКал,123 кКал,123 кКал
"Перепел, приготовленный",227 кКал,227 кКал,227 кКал,227 кКал
"Перепел, только мясо",134 кКал,134 кКал,134 кКал,134 кКал
Перепелка,230 кКал,230 кКал,230 кКал,230 кКал
Петух каплун,234 кКал,234 кКал,234 кКал,234 кКал
"Петух каплун, запечённый",229 кКал,229 кКал,229 кКал,229 кКал
"Петух каплун, потроха",130 кКал,130 кКал,130 кКал,130 кКал
"Петух каплун, потроха и шейки",232 кКал,232 кКал,232 кКал,232 кКал
"Петух каплун, потроха и шейки, запечённые",226 кКал,226 кКал,226 кКал,226 кКал
"Петух каплун, потроха, запечённые",164 кКал,164 кКал,164 кКал,164 кКал
Печень гусиная,133 кКал,133 кКал,133 кКал,133 кКал
Печень индейки,128 кКал,128 кКал,128 кКал,128 кКал
"Печень индейки, вареная на медленном огне",189 кКал,189 кКал,189 кКал,189 кКал
Печень куриная,"137,6 кКал","137,6 кКал","137,6 кКал","137,6 кКал"
Печень куриная,119 кКал,119 кКал,119 кКал,119 кКал
"Печень куриная, вареная на медленном огне",167 кКал,167 кКал,167 кКал,167 кКал
"Печень куриная, жареная на сковороде",172 кКал,172 кКал,172 кКал,172 кКал
Печень утиная,136 кКал,136 кКал,136 кКал,136 кКал
Печень цыпленка-бройлера,122 кКал,122 кКал,122 кКал,122 кКал
"Рагу из индейки, по 2-10",131 кКал,131 кКал,131 кКал,131 кКал
"Рагу из курицы, по 2-8",131 кКал,131 кКал,131 кКал,131 кКал
"Рагу из утки, по 2-10",186 кКал,186 кКал,186 кКал,186 кКал
"Рагу из цыпленка, по 2-8",125 кКал,125 кКал,125 кКал,125 кКал
"Салат с курицей, по 1-82",137 кКал,137 кКал,137 кКал,137 кКал
Сердечки индейки,140 кКал,140 кКал,140 кКал,140 кКал
"Сердечки индейки, вареные на медленном огне",174 кКал,174 кКал,174 кКал,174 кКал
Сердечки куриные,153 кКал,153 кКал,153 кКал,153 кКал
"Сердечки куриные, вареные на медленном огне",185 кКал,185 кКал,185 кКал,185 кКал
Сердце куриное,159 кКал,159 кКал,159 кКал,159 кКал
Сердце цыпленка-бройлера,148 кКал,148 кКал,148 кКал,148 кКал
"Страус, верхняя часть филе",119 кКал,119 кКал,119 кКал,119 кКал
"Страус, верхняя часть филе, приготовленная",155 кКал,155 кКал,155 кКал,155 кКал
"Страус, внешняя часть бедра",115 кКал,115 кКал,115 кКал,115 кКал
"Страус, внешняя часть филе",120 кКал,120 кКал,120 кКал,120 кКал
"Страус, внешняя часть филе, приготовленная",156 кКал,156 кКал,156 кКал,156 кКал
"Страус, внутренняя часть бедра",111 кКал,111 кКал,111 кКал,111 кКал
"Страус, внутренняя часть бедра, приготовленная",141 кКал,141 кКал,141 кКал,141 кКал
"Страус, внутренняя часть филе",127 кКал,127 кКал,127 кКал,127 кКал
"Страус, внутренняя часть филе, приготовленная",164 кКал,164 кКал,164 кКал,164 кКал
"Страус, вырезка",123 кКал,123 кКал,123 кКал,123 кКал
"Страус, грудка порезанная",114 кКал,114 кКал,114 кКал,114 кКал
"Страус, грудка порезанная, приготовленная",145 кКал,145 кКал,145 кКал,145 кКал
"Страус, мышца-подниматель хвоста",117 кКал,117 кКал,117 кКал,117 кКал
"Страус, нежное мясо спины",125 кКал,125 кКал,125 кКал,125 кКал
"Страус, нежное мясо спины, приготовленное",159 кКал,159 кКал,159 кКал,159 кКал
"Страус, огузок, сырой",116 кКал,116 кКал,116 кКал,116 кКал
"Страус, фарш, жареный на сковороде",175 кКал,175 кКал,175 кКал,175 кКал
"Страус, фарш, сырой",165 кКал,165 кКал,165 кКал,165 кКал
"Утенок белой пекинской утки, грудка с кожей, запечённая",202 кКал,202 кКал,202 кКал,202 кКал
"Утенок белой пекинской утки, грудка, только мясо, жареное на открытом огне",140 кКал,140 кКал,140 кКал,140 кКал
"Утенок белой пекинской утки, окорок запечённый",217 кКал,217 кКал,217 кКал,217 кКал
"Утенок белой пекинской утки, окорочка, только мясо, тушеные",178 кКал,178 кКал,178 кКал,178 кКал
Утка 1 кат.,405 кКал,405 кКал,405 кКал,405 кКал
Утка 2 кат.,287 кКал,287 кКал,287 кКал,287 кКал
"Утка в собственном соку, консервы",223 кКал,223 кКал,223 кКал,223 кКал
Утка дикая,211 кКал,211 кКал,211 кКал,211 кКал
"Утка дикая, только мясо",123 кКал,123 кКал,123 кКал,123 кКал
Утка домашняя,404 кКал,404 кКал,404 кКал,404 кКал
"Утка домашняя, запечённая",337 кКал,337 кКал,337 кКал,337 кКал
"Утка домашняя, только мясо",135 кКал,135 кКал,135 кКал,135 кКал
"Утка домашняя, только мясо, запечёное",201 кКал,201 кКал,201 кКал,201 кКал
"Утка жареная, по 2-16",407 кКал,407 кКал,407 кКал,407 кКал
"Утка отварная, по 2-6",385 кКал,385 кКал,385 кКал,385 кКал
"Утка фаршированная картофелем, по 2-18",169 кКал,169 кКал,169 кКал,169 кКал
Утята 1 кат.,309 кКал,309 кКал,309 кКал,309 кКал
Утята 2 кат.,258 кКал,258 кКал,258 кКал,258 кКал
Фазан,181 кКал,181 кКал,181 кКал,181 кКал
"Фазан, грудка, только мясо",133 кКал,133 кКал,133 кКал,133 кКал
"Фазан, окорочка, только мясо",134 кКал,134 кКал,134 кКал,134 кКал
"Фазан, приготовленный",239 кКал,239 кКал,239 кКал,239 кКал
"Фазан, только мясо",133 кКал,133 кКал,133 кКал,133 кКал
Фарш из индейки,148 кКал,148 кКал,148 кКал,148 кКал
"Фарш из индейки, 85% мяса, 15% жира",180 кКал,180 кКал,180 кКал,180 кКал
"Фарш из индейки, 85% мяса, 15% жира, жаренный на сковороде",258 кКал,258 кКал,258 кКал,258 кКал
"Фарш из индейки, 85% мяса, 15% жира, котлеты, жаренные на открытом огне",249 кКал,249 кКал,249 кКал,249 кКал
"Фарш из индейки, 93% мяса, 7% жира",150 кКал,150 кКал,150 кКал,150 кКал
"Фарш из индейки, 93% мяса, 7% жира, жаренный на сковороде",213 кКал,213 кКал,213 кКал,213 кКал
"Фарш из индейки, 93% мяса, 7% жира, котлеты, жаренные на открытом огне",207 кКал,207 кКал,207 кКал,207 кКал
"Фарш из индейки, обезжиренный, 1.95% жира",112 кКал,112 кКал,112 кКал,112 кКал
"Фарш из индейки, обезжиренный, 2.48% жира, котлеты, жаренные на открытом огне",138 кКал,138 кКал,138 кКал,138 кКал
"Фарш из индейки, обезжиренный, 2.71% жира, жаренный на сковороде",151 кКал,151 кКал,151 кКал,151 кКал
"Фарш из индейки, приготовленный",203 кКал,203 кКал,203 кКал,203 кКал
"Фарш колбасный куриный, консервы",200 кКал,200 кКал,200 кКал,200 кКал
"Фрикадельки из курицы, по 2-26",163 кКал,163 кКал,163 кКал,163 кКал
"Фуа-гра, консервированная гусиная печень, копченная",462 кКал,462 кКал,462 кКал,462 кКал
Цесарка,158 кКал,158 кКал,158 кКал,158 кКал
"Цесарка, только мясо",110 кКал,110 кКал,110 кКал,110 кКал
"Цыплята жареные, по 2-14",261 кКал,261 кКал,261 кКал,261 кКал
"Цыплята отварные, по 2-4",211 кКал,211 кКал,211 кКал,211 кКал
"Цыплята табака жареные, по 2-20",281 кКал,281 кКал,281 кКал,281 кКал
"Эму, верхняя часть филе, жареное на огне",152 кКал,152 кКал,152 кКал,152 кКал
"Эму, внутрення часть голени",108 кКал,108 кКал,108 кКал,108 кКал
"Эму, внутрення часть голени, жареная на огне",156 кКал,156 кКал,156 кКал,156 кКал
"Эму, мышца-подниматель хвоста, жареное на огне",154 кКал,154 кКал,154 кКал,154 кКал
"Эму, мышца-подниматель хвоста, сырое",103 кКал,103 кКал,103 кКал,103 кКал
"Эму, наружная часть голени",103 кКал,103 кКал,103 кКал,103 кКал
"Эму, нежное мясо спины, сырое",141 кКал,141 кКал,141 кКал,141 кКал
"Эму, огузок",112 кКал,112 кКал,112 кКал,112 кКал
"Эму, огузок, жареный на огне",168 кКал,168 кКал,168 кКал,168 кКал
"Эму, плоское филе, сырое",102 кКал,102 кКал,102 кКал,102 кКал
"Эму, фарш",134 кКал,134 кКал,134 кКал,134 кКал
"Эму, фарш, жареный на сковороде",163 кКал,163 кКал,163 кКал,163 кКал
