Продукт,Калорийность,Белки,Жиры,Углеводы
"Паста ""Океан""",92 кКал,92 кКал,92 кКал,92 кКал
Пеламида,217 кКал,217 кКал,217 кКал,217 кКал
"Песчанка радужная (корюшка американская), приготовленная на жару",124 кКал,124 кКал,124 кКал,124 кКал
"Песчанка радужная (корюшка американская), сырая",97 кКал,97 кКал,97 кКал,97 кКал
"Печень белуги, сырая, (Аляска)",117 кКал,117 кКал,117 кКал,117 кКал
Печень зубастого терпуга (Аляска),424 кКал,424 кКал,424 кКал,424 кКал
"Печень моржа, сырая, (Аляска)",125 кКал,125 кКал,125 кКал,125 кКал
Печень трески. Консервы,613 кКал,613 кКал,613 кКал,613 кКал
Печень чавычи (Аляска),156 кКал,156 кКал,156 кКал,156 кКал
Печень щуки северной (Аляска),156 кКал,156 кКал,156 кКал,156 кКал
"Печень, сиговые, чир (Аляска)",104 кКал,104 кКал,104 кКал,104 кКал
Пикша,73 кКал,73 кКал,73 кКал,73 кКал
"Пикша, копченая",116 кКал,116 кКал,116 кКал,116 кКал
"Пикша, приготовленная, приготовленная на жару",90 кКал,90 кКал,90 кКал,90 кКал
"Пикша, сырая",74 кКал,74 кКал,74 кКал,74 кКал
Плотва сибирская (сорога),110 кКал,110 кКал,110 кКал,110 кКал
Полосатый тунец,103 кКал,103 кКал,103 кКал,103 кКал
"Полосатый тунец, приготовленный на жару",132 кКал,132 кКал,132 кКал,132 кКал
"Помпано флоридский, приготовленный на жару",211 кКал,211 кКал,211 кКал,211 кКал
"Помпано флоридский, сырой",164 кКал,164 кКал,164 кКал,164 кКал
Пристипома,88 кКал,88 кКал,88 кКал,88 кКал
Псенопсис,92 кКал,92 кКал,92 кКал,92 кКал
"Пузанок, приготовленный на жару",252 кКал,252 кКал,252 кКал,252 кКал
"Пузанок, сырой",197 кКал,197 кКал,197 кКал,197 кКал
Путассу,82 кКал,82 кКал,82 кКал,82 кКал
"Путассу, приготовленный на жару",116 кКал,116 кКал,116 кКал,116 кКал
"Путассу, смешанные виды, сырой",90 кКал,90 кКал,90 кКал,90 кКал
Пыжьян,113 кКал,113 кКал,113 кКал,113 кКал
"Радужная форель (Микижа), вареная, консервированная, (Аляска)",159 кКал,159 кКал,159 кКал,159 кКал
"Радужная форель (Микижа), сушеная, мясо (Shoshone Bannock)",382 кКал,382 кКал,382 кКал,382 кКал
"Рак речной, дикий",77 кКал,77 кКал,77 кКал,77 кКал
"Рак речной, дикий, приготовленный на пару",82 кКал,82 кКал,82 кКал,82 кКал
"Рак речной, фермерский",72 кКал,72 кКал,72 кКал,72 кКал
"Рак речной, фермерский, приготовленный на пару",87 кКал,87 кКал,87 кКал,87 кКал
"Раки морские (лангуст, омар)",89 кКал,89 кКал,89 кКал,89 кКал
"Раки морские (лангуст, омар) вареные",90 кКал,90 кКал,90 кКал,90 кКал
Раки речные,76 кКал,76 кКал,76 кКал,76 кКал
Раки речные вареные,97 кКал,97 кКал,97 кКал,97 кКал
"Ручьевая форель, Нью-Йоркская",110 кКал,110 кКал,110 кКал,110 кКал
Рыба молочная,148 кКал,148 кКал,148 кКал,148 кКал
"Рыба молочная, приготовленная на жару",190 кКал,190 кКал,190 кКал,190 кКал
"Рыба фаршированная, в сладком соусе",84 кКал,84 кКал,84 кКал,84 кКал
Рыба-капитан,92 кКал,92 кКал,92 кКал,92 кКал
Рыба-лист,110 кКал,110 кКал,110 кКал,110 кКал
"Рыба-луна с семенами тыквы, приготовленная на жару",114 кКал,114 кКал,114 кКал,114 кКал
"Рыба-луна с семенами тыквы, сырая",89 кКал,89 кКал,89 кКал,89 кКал
Рыба-меч,144 кКал,144 кКал,144 кКал,144 кКал
"Рыба-меч, приготовленная на жару",172 кКал,172 кКал,172 кКал,172 кКал
Рыба-сабля,106 кКал,106 кКал,106 кКал,106 кКал
Рыбец азово-черноморский холодного копчения,222 кКал,222 кКал,222 кКал,222 кКал
"Рыбец, азово-черноморский",139 кКал,139 кКал,139 кКал,139 кКал
"Рыбец, каспийский",98 кКал,98 кКал,98 кКал,98 кКал
"Рыбные полуфабрикаты, замороженные, разогретые",277 кКал,277 кКал,277 кКал,277 кКал
"Ряпушка сибирская, енисейская",149 кКал,149 кКал,149 кКал,149 кКал
"Ряпушка сибирская, обская",107 кКал,107 кКал,107 кКал,107 кКал
Сазан,97 кКал,97 кКал,97 кКал,97 кКал
Сазан азовский,121 кКал,121 кКал,121 кКал,121 кКал
Сазан в томатном соусе. Консервы,143 кКал,143 кКал,143 кКал,143 кКал
Сайда,81 кКал,81 кКал,81 кКал,81 кКал
"Сайда атлантическая, приготовленная на жару",118 кКал,118 кКал,118 кКал,118 кКал
"Сайда атлантическая, сырая",92 кКал,92 кКал,92 кКал,92 кКал
Сайра,205 кКал,205 кКал,205 кКал,205 кКал
"Сайра бланшированная в масле, консервы",283 кКал,283 кКал,283 кКал,283 кКал
Салака,125 кКал,125 кКал,125 кКал,125 кКал
Салака горячего копчения,152 кКал,152 кКал,152 кКал,152 кКал
"Салат из окуня, по 1-80",182 кКал,182 кКал,182 кКал,182 кКал
Салат из тунца,187 кКал,187 кКал,187 кКал,187 кКал
Салилота (бротола),73 кКал,73 кКал,73 кКал,73 кКал
"Сардина атлантическая, консервы в масле",208 кКал,208 кКал,208 кКал,208 кКал
Сардина океаническая,166 кКал,166 кКал,166 кКал,166 кКал
"Сардина тихоокеанская, консервированная в томатном соусе",185 кКал,185 кКал,185 кКал,185 кКал
"Сардины атлантические в масле, консервы",249 кКал,249 кКал,249 кКал,249 кКал
"Сардины дальневосточные в масле, консервы",272 кКал,272 кКал,272 кКал,272 кКал
"Сардины каспийские в масле, консервы",223 кКал,223 кКал,223 кКал,223 кКал
Севрюга,160 кКал,160 кКал,160 кКал,160 кКал
Севрюга в томатном соусе. Консервы,178 кКал,178 кКал,178 кКал,178 кКал
"Севрюга припущенная, по 1-350",173 кКал,173 кКал,173 кКал,173 кКал
Сельдь атлантическая,158 кКал,158 кКал,158 кКал,158 кКал
Сельдь атлантическая жирная,248 кКал,248 кКал,248 кКал,248 кКал
Сельдь атлантическая нежирная,135 кКал,135 кКал,135 кКал,135 кКал
Сельдь атлантическая нежирная соленая,145 кКал,145 кКал,145 кКал,145 кКал
"Сельдь атлантическая, копченая",217 кКал,217 кКал,217 кКал,217 кКал
"Сельдь атлантическая, маринованная",262 кКал,262 кКал,262 кКал,262 кКал
"Сельдь атлантическая, приготовленная на жару",203 кКал,203 кКал,203 кКал,203 кКал
"Сельдь иваси соленая, специального посола",173 кКал,173 кКал,173 кКал,173 кКал
"Сельдь иваси, крупная",234 кКал,234 кКал,234 кКал,234 кКал
"Сельдь иваси, мелкая",131 кКал,131 кКал,131 кКал,131 кКал
"Сельдь рубленая, по 1-98",136 кКал,136 кКал,136 кКал,136 кКал
"Сельдь с луком, по 1-98",125 кКал,125 кКал,125 кКал,125 кКал
Сельдь тихоокеанская жирная,191 кКал,191 кКал,191 кКал,191 кКал
Сельдь тихоокеанская жирная соленая,224 кКал,224 кКал,224 кКал,224 кКал
Сельдь тихоокеанская жирная холодного копчения,225 кКал,225 кКал,225 кКал,225 кКал
Сельдь тихоокеанская нежирная,135 кКал,135 кКал,135 кКал,135 кКал
"Сельдь тихоокеанская, приготовленная на жару",250 кКал,250 кКал,250 кКал,250 кКал
"Сельдь тихоокеанская, сырая",195 кКал,195 кКал,195 кКал,195 кКал
"Сельдь, тихоокеанская, высушенная на воздухе, упакована в масле, (Аляска)",489 кКал,489 кКал,489 кКал,489 кКал
Семга соленая,202 кКал,202 кКал,202 кКал,202 кКал
"Семга, наггетсы, готовые к употреблению, не разогретые",189 кКал,189 кКал,189 кКал,189 кКал
Серебрянка,84 кКал,84 кКал,84 кКал,84 кКал
Сериола,103 кКал,103 кКал,103 кКал,103 кКал
"Сериола (желтохвост), приготовленная на жару",187 кКал,187 кКал,187 кКал,187 кКал
Сериолелла,160 кКал,160 кКал,160 кКал,160 кКал
Сиг,144 кКал,144 кКал,144 кКал,144 кКал
"Сиг в томатном соусе, консервы",154 кКал,154 кКал,154 кКал,154 кКал
"Сиг, байкальский",144 кКал,144 кКал,144 кКал,144 кКал
"Сиг, копченый",177 кКал,177 кКал,177 кКал,177 кКал
"Сиг, смесь видов, сырая, (Аляска)",131 кКал,131 кКал,131 кКал,131 кКал
"Сиг, сушеный, (Аляска)",371 кКал,371 кКал,371 кКал,371 кКал
"Сиг, сырой",98 кКал,98 кКал,98 кКал,98 кКал
"Сиговые, чир, голова, глаза, щековина, мягкие кости, (Аляска)",107 кКал,107 кКал,107 кКал,107 кКал
Скап океанический,164 кКал,164 кКал,164 кКал,164 кКал
Скат-лисица,110 кКал,110 кКал,110 кКал,110 кКал
Сквама,104 кКал,104 кКал,104 кКал,104 кКал
Скумбрия атлантическая,191 кКал,191 кКал,191 кКал,191 кКал
"Скумбрия атлантическая в масле, консервы",278 кКал,278 кКал,278 кКал,278 кКал
Скумбрия атлантическая в масле. Консервы,318 кКал,318 кКал,318 кКал,318 кКал
"Скумбрия атлантическая, приготовленная на жару",262 кКал,262 кКал,262 кКал,262 кКал
"Скумбрия атлантическая, сырая",205 кКал,205 кКал,205 кКал,205 кКал
Скумбрия дальневосточная,239 кКал,239 кКал,239 кКал,239 кКал
"Скумбрия дальневосточная в масле, консервы",220 кКал,220 кКал,220 кКал,220 кКал
Скумбрия курильская натуральная. Консервы,248 кКал,248 кКал,248 кКал,248 кКал
Скумбрия натуральная. Консервы,200 кКал,200 кКал,200 кКал,200 кКал
Скумбрия соленая,305 кКал,305 кКал,305 кКал,305 кКал
Скумбрия холодного копчения,150 кКал,150 кКал,150 кКал,150 кКал
"Снеток солено-сушеный, полесский",264 кКал,264 кКал,264 кКал,264 кКал
"Снеток солено-сушеный, псковский",159 кКал,159 кКал,159 кКал,159 кКал
"Снэк, рыба",144 кКал,144 кКал,144 кКал,144 кКал
"Солнечник, рыба",95 кКал,95 кКал,95 кКал,95 кКал
Сом,115 кКал,115 кКал,115 кКал,115 кКал
Сом в томатном соусе. Консервы,126 кКал,126 кКал,126 кКал,126 кКал
"Сом припущенный, по 1-346",121 кКал,121 кКал,121 кКал,121 кКал
"Сомик канальный, американский, дикий",95 кКал,95 кКал,95 кКал,95 кКал
"Сомик канальный, американский, дикий, приготовленный на жару",105 кКал,105 кКал,105 кКал,105 кКал
"Сомик канальный, американский, жареный в панировке",229 кКал,229 кКал,229 кКал,229 кКал
"Сомик канальный, американский, разведенный на ферме",119 кКал,119 кКал,119 кКал,119 кКал
"Сомик канальный, американский, разведенный на ферме, приготовленный на жару",144 кКал,144 кКал,144 кКал,144 кКал
"Спот, приготовленный на жару",158 кКал,158 кКал,158 кКал,158 кКал
"Спот, сырой",123 кКал,123 кКал,123 кКал,123 кКал
Ставрида,114 кКал,114 кКал,114 кКал,114 кКал
Ставрида атлантическая холодного копчения,"93,6 кКал","93,6 кКал","93,6 кКал","93,6 кКал"
"Ставрида в томатном соусе, консервы",110 кКал,110 кКал,110 кКал,110 кКал
"Ставрида жареная, по 1-366",190 кКал,190 кКал,190 кКал,190 кКал
"Ставрида обжаренная, в масле, консервы",309 кКал,309 кКал,309 кКал,309 кКал
"Ставрида отварная, по 1-344",124 кКал,124 кКал,124 кКал,124 кКал
"Ставрида припущенная, по 1-358",122 кКал,122 кКал,122 кКал,122 кКал
Ставрида тихоокеанская,158 кКал,158 кКал,158 кКал,158 кКал
"Ставрида тихоокеанская консервированная, сухой продукт без маринада",156 кКал,156 кКал,156 кКал,156 кКал
"Ставрида тихоокеанская, приготовленная на жару",201 кКал,201 кКал,201 кКал,201 кКал
"Ставрида, все виды, сырая",146 кКал,146 кКал,146 кКал,146 кКал
"Стерлядь, волжская",127 кКал,127 кКал,127 кКал,127 кКал
"Стерлядь, сибирская",320 кКал,320 кКал,320 кКал,320 кКал
Судак,84 кКал,84 кКал,84 кКал,84 кКал
Судак в томатном соусе. Консервы,119 кКал,119 кКал,119 кКал,119 кКал
"Судак отварной, по 1-342",96 кКал,96 кКал,96 кКал,96 кКал
"Судак припущенный, по 1-346",89 кКал,89 кКал,89 кКал,89 кКал
"Судак фаршированный, по 1-362",144 кКал,144 кКал,144 кКал,144 кКал
"Судак, приготовленный на жару",119 кКал,119 кКал,119 кКал,119 кКал
"Судак, сырой",93 кКал,93 кКал,93 кКал,93 кКал
"Суп, рыбный, по-домашнему, (Аляска)",72 кКал,72 кКал,72 кКал,72 кКал
Сурими,99 кКал,99 кКал,99 кКал,99 кКал
"Сырок (пелядь), рыба",126 кКал,126 кКал,126 кКал,126 кКал
Таймень,119 кКал,119 кКал,119 кКал,119 кКал
Терпуг,102 кКал,102 кКал,102 кКал,102 кКал
"Терпуг зубатый, приготовленный на жару",109 кКал,109 кКал,109 кКал,109 кКал
"Терпуг зубатый, сырой",85 кКал,85 кКал,85 кКал,85 кКал
"Терпуг, зубастый, змеезуб, мясо, сырое, (Аляска)",79 кКал,79 кКал,79 кКал,79 кКал
Терпужок южный,105 кКал,105 кКал,105 кКал,105 кКал
Тиляпия,96 кКал,96 кКал,96 кКал,96 кКал
"Тиляпия, приготовленная на жару",128 кКал,128 кКал,128 кКал,128 кКал
Трепанг (мясо),"34,6 кКал","34,6 кКал","34,6 кКал","34,6 кКал"
Треска,69 кКал,69 кКал,69 кКал,69 кКал
"Треска атлантическая, консервированная",105 кКал,105 кКал,105 кКал,105 кКал
"Треска атлантическая, приготовленная на жару",105 кКал,105 кКал,105 кКал,105 кКал
"Треска атлантическая, сушеная и соленая",290 кКал,290 кКал,290 кКал,290 кКал
"Треска атлантическая, сырая",82 кКал,82 кКал,82 кКал,82 кКал
Треска горячего копчения,115 кКал,115 кКал,115 кКал,115 кКал
"Треска жареная, по 1-366",123 кКал,123 кКал,123 кКал,123 кКал
"Треска запеченная, по 1-374",90 кКал,90 кКал,90 кКал,90 кКал
Треска копченая в масле. Консервы,290 кКал,290 кКал,290 кКал,290 кКал
"Треска отварная, по 1-340",79 кКал,79 кКал,79 кКал,79 кКал
"Треска припущенная, по 1-358",75 кКал,75 кКал,75 кКал,75 кКал
Треска соленая потрошеная без головы,98 кКал,98 кКал,98 кКал,98 кКал
"Треска тихоокеанская, приготовленная",84 кКал,84 кКал,84 кКал,84 кКал
"Треска тихоокеанская, приготовленная на жару",85 кКал,85 кКал,85 кКал,85 кКал
"Треска тихоокеанская, сырая",69 кКал,69 кКал,69 кКал,69 кКал
"Треска тушеная, по 1-362",101 кКал,101 кКал,101 кКал,101 кКал
"Трубач, моллюск",137 кКал,137 кКал,137 кКал,137 кКал
"Трубач, моллюск, приготовленный на пару",275 кКал,275 кКал,275 кКал,275 кКал
Тунец,139 кКал,139 кКал,139 кКал,139 кКал
"Тунец  в масле, консервированный, сухой продукт без маринада",198 кКал,198 кКал,198 кКал,198 кКал
"Тунец белый, консервированный в воде, без соли, сухой продукт без маринада",128 кКал,128 кКал,128 кКал,128 кКал
"Тунец белый, консервированный в воде, сухой продукт без маринада",128 кКал,128 кКал,128 кКал,128 кКал
"Тунец белый, консервированный в масле, без соли, сухой продукт без маринада",186 кКал,186 кКал,186 кКал,186 кКал
"Тунец белый, консервированный в масле, сухой продукт без маринада",186 кКал,186 кКал,186 кКал,186 кКал
Тунец в масле. Консервы,232 кКал,232 кКал,232 кКал,232 кКал
Тунец голубой,144 кКал,144 кКал,144 кКал,144 кКал
"Тунец голубой, приготовленный на жару",184 кКал,184 кКал,184 кКал,184 кКал
Тунец желтоперый,109 кКал,109 кКал,109 кКал,109 кКал
"Тунец желтоперый, приготовленный на жару",130 кКал,130 кКал,130 кКал,130 кКал
Тунец натуральный. Консервы,96 кКал,96 кКал,96 кКал,96 кКал
"Тунец, консервированный в воде, без соли, сухой продукт без маринада",116 кКал,116 кКал,116 кКал,116 кКал
"Тунец, консервированный в воде, сухой продукт без маринада",86 кКал,86 кКал,86 кКал,86 кКал
"Тунец, консервированный в масле, без соли, сухой продукт без маринада",198 кКал,198 кКал,198 кКал,198 кКал
"Тюлень, бородатый (Oogruk), мясо,  низкий квадрант, сырое, (Аляска)",186 кКал,186 кКал,186 кКал,186 кКал
"Тюлень, бородатый (Oogruk), мясо, сушеное, (Аляска)",351 кКал,351 кКал,351 кКал,351 кКал
"Тюлень, бородатый (Oogruk), мясо, сушеное, в масле (Аляска)",367 кКал,367 кКал,367 кКал,367 кКал
"Тюлень, бородатый (Oogruk), мясо, сырое, (Аляска)",110 кКал,110 кКал,110 кКал,110 кКал
"Тюлень, бородатый (Oogruk), мясо, частично сушеное, (Аляска)",270 кКал,270 кКал,270 кКал,270 кКал
Тюлька весенняя соленая,225 кКал,225 кКал,225 кКал,225 кКал
Тюлька осенняя соленая,264 кКал,264 кКал,264 кКал,264 кКал
Тюрбо (палтус европейский),95 кКал,95 кКал,95 кКал,95 кКал
Тюрбо (палтус европейский) приготовленный на жару,122 кКал,122 кКал,122 кКал,122 кКал
Угольная рыба,201 кКал,201 кКал,201 кКал,201 кКал
"Угольная рыба, копченая",257 кКал,257 кКал,257 кКал,257 кКал
"Угольная рыба, мелкая",114 кКал,114 кКал,114 кКал,114 кКал
"Угольная рыба, приготовленная на жару",250 кКал,250 кКал,250 кКал,250 кКал
"Угольная рыба, сырая",195 кКал,195 кКал,195 кКал,195 кКал
Угорь морской,94 кКал,94 кКал,94 кКал,94 кКал
Угорь речной,333 кКал,333 кКал,333 кКал,333 кКал
Угорь речной горячего копчения,386 кКал,386 кКал,386 кКал,386 кКал
"Угорь, все виды",184 кКал,184 кКал,184 кКал,184 кКал
"Угорь, все виды, приготовленный на жару",236 кКал,236 кКал,236 кКал,236 кКал
Удильщик,68 кКал,68 кКал,68 кКал,68 кКал
"Улитка, сырая",90 кКал,90 кКал,90 кКал,90 кКал
Умбрина,103 кКал,103 кКал,103 кКал,103 кКал
"Усач, аральский",175 кКал,175 кКал,175 кКал,175 кКал
"Усач, каспийский",134 кКал,134 кКал,134 кКал,134 кКал
Устрица,72 кКал,72 кКал,72 кКал,72 кКал
"Устрица американская, дикая",51 кКал,51 кКал,51 кКал,51 кКал
"Устрица американская, дикая, приготовленная на жару",79 кКал,79 кКал,79 кКал,79 кКал
"Устрица американская, дикая, приготовленная на пару",102 кКал,102 кКал,102 кКал,102 кКал
"Устрица американская, консервированная",68 кКал,68 кКал,68 кКал,68 кКал
"Устрица американская, обжаренная в панировке",199 кКал,199 кКал,199 кКал,199 кКал
"Устрица американская, разведенная на ферме",59 кКал,59 кКал,59 кКал,59 кКал
"Устрица американская, разведенная на ферме, приготовленная на жару",79 кКал,79 кКал,79 кКал,79 кКал
"Устрица тихоокеанская, приготовленная на пару",163 кКал,163 кКал,163 кКал,163 кКал
"Устрица тихоокеанская, сырая",81 кКал,81 кКал,81 кКал,81 кКал
"Форель радужная, дикая",119 кКал,119 кКал,119 кКал,119 кКал
"Форель радужная, дикая, приготовленная на жару",150 кКал,150 кКал,150 кКал,150 кКал
"Форель радужная, разведенная на ферме",141 кКал,141 кКал,141 кКал,141 кКал
"Форель радужная, разведенная на ферме, приготовленная на жару",168 кКал,168 кКал,168 кКал,168 кКал
"Форель, все виды",148 кКал,148 кКал,148 кКал,148 кКал
"Форель, все виды, приготовленная на жару",190 кКал,190 кКал,190 кКал,190 кКал
"Фрикадельки из минтая, по 1-386",95 кКал,95 кКал,95 кКал,95 кКал
Хамса весенняя соленая,166 кКал,166 кКал,166 кКал,166 кКал
Хамса осенняя соленая,292 кКал,292 кКал,292 кКал,292 кКал
Хариус,112 кКал,112 кКал,112 кКал,112 кКал
Хек,86 кКал,86 кКал,86 кКал,86 кКал
"Хек припущенный, по 1-356",91 кКал,91 кКал,91 кКал,91 кКал
Чавыча,148 кКал,148 кКал,148 кКал,148 кКал
"Чавыча, копченая",117 кКал,117 кКал,117 кКал,117 кКал
"Чавыча, копченая (засоленная лососина), стандартная",117 кКал,117 кКал,117 кКал,117 кКал
"Чавыча, королевкий лосось, Аляска",187 кКал,187 кКал,187 кКал,187 кКал
"Чавыча, королевкий лосось, Аляска, копченая",266 кКал,266 кКал,266 кКал,266 кКал
"Чавыча, королевкий лосось, Аляска, копченая (smoked), консерв.",150 кКал,150 кКал,150 кКал,150 кКал
"Чавыча, королевкий лосось, Аляска, соленая",430 кКал,430 кКал,430 кКал,430 кКал
"Чавыча, приготовленная на жару",231 кКал,231 кКал,231 кКал,231 кКал
"Чавыча, сырая",179 кКал,179 кКал,179 кКал,179 кКал
"Черепаха зеленая, сырая",89 кКал,89 кКал,89 кКал,89 кКал
Чехонь,97 кКал,97 кКал,97 кКал,97 кКал
"Чир (щокур), енисейский",173 кКал,173 кКал,173 кКал,173 кКал
"Чир (щокур), обский",127 кКал,127 кКал,127 кКал,127 кКал
"Чукучан, приготовленный на жару",119 кКал,119 кКал,119 кКал,119 кКал
"Чукучан, сырой",92 кКал,92 кКал,92 кКал,92 кКал
"Шемая аральская, весенняя",105 кКал,105 кКал,105 кКал,105 кКал
"Шемая аральская, осенняя",138 кКал,138 кКал,138 кКал,138 кКал
"Шницель из окуня, по 1-380",215 кКал,215 кКал,215 кКал,215 кКал
Шпроты в масле. Консервы,363 кКал,363 кКал,363 кКал,363 кКал
Щука,84 кКал,84 кКал,84 кКал,84 кКал
Щука в томатном соусе. Консервы,110 кКал,110 кКал,110 кКал,110 кКал
"Щука обыкновенная, приготовленная на жару",113 кКал,113 кКал,113 кКал,113 кКал
"Щука обыкновенная, сырая",88 кКал,88 кКал,88 кКал,88 кКал
"Щука отварная, по 1-340",98 кКал,98 кКал,98 кКал,98 кКал
"Щука припущенная, по 1-348",90 кКал,90 кКал,90 кКал,90 кКал
"Щука фаршированная, по 1-362",141 кКал,141 кКал,141 кКал,141 кКал
Эпигонус чёрный дальневосточный (кардинал),172 кКал,172 кКал,172 кКал,172 кКал
Язык морской,88 кКал,88 кКал,88 кКал,88 кКал
Язь,117 кКал,117 кКал,117 кКал,117 кКал
"Язь в томатном соусе, консервы",128 кКал,128 кКал,128 кКал,128 кКал
